"Inventory Reference","Inventories/Location","Inventories/Product","Inventories / Counted Quantity"
,"ASB/Stock","4902430807708",0
,"ASB/Stock","4902430870986",0
,"ASB/Stock","4902508022194",0
,"ASB/Stock","4902508033015",0
,"ASB/Stock","4902508033145",0
,"ASB/Stock","4902508033268",0
,"ASB/Stock","4902508033275",0
,"ASB/Stock","4902508033282",0
,"ASB/Stock","4902508033299",0
,"ASB/Stock","4902508037075",0
,"ASB/Stock","4902508037136",0
,"ASB/Stock","4902508040188",0
,"ASB/Stock","4902508040334",0
,"ASB/Stock","4902508045476",0
,"ASB/Stock","4902508045551",0
,"ASB/Stock","4902508045795",0
,"ASB/Stock","4902508068024",0
,"ASB/Stock","4902508070546",0
,"ASB/Stock","4902508070584",0
,"ASB/Stock","4902508070607",0
,"ASB/Stock","4902508094085",0
,"ASB/Stock","4902508101103",0
,"ASB/Stock","4902508101127",0
,"ASB/Stock","4902508102063",0
,"ASB/Stock","4902508102605",0
,"ASB/Stock","4902508102612",0
,"ASB/Stock","4902508103077",0
,"ASB/Stock","4902508103220",0
,"ASB/Stock","4902508105599",0
,"ASB/Stock","4902508105606",0
,"ASB/Stock","4902508105781",0
,"ASB/Stock","4902508108027",0
,"ASB/Stock","4902508108072",0
,"ASB/Stock","4902508108409",0
,"ASB/Stock","4902508108812",0
,"ASB/Stock","4902508108829",0
,"ASB/Stock","4902508108836",0
,"ASB/Stock","4902508108928",0
,"ASB/Stock","4902508117838",0
,"ASB/Stock","4902508117845",0
,"ASB/Stock","4902508129794",0
,"ASB/Stock","4902508129831",0
,"ASB/Stock","4902508129848",0
,"ASB/Stock","4902508129855",0
,"ASB/Stock","4902508129930",0
,"ASB/Stock","4902508138550",0
,"ASB/Stock","4902508138598",0
,"ASB/Stock","4902508138666",0
,"ASB/Stock","4902508166546",0
,"ASB/Stock","4902508166911",0
,"ASB/Stock","4902508168113",0
,"ASB/Stock","4902508168830",0
,"ASB/Stock","4902508168960",0
,"ASB/Stock","4902508174992",0
,"ASB/Stock","4903018113235",0
,"ASB/Stock","4903018113518",0
,"ASB/Stock","4903018113808",0
,"ASB/Stock","4903335682032",0
,"ASB/Stock","4935421249973",0
,"ASB/Stock","4935421249980",0
,"ASB/Stock","4935421250009",0
,"ASB/Stock","4935421250030",0
,"ASB/Stock","4935421253215",0
,"ASB/Stock","4935421253222",0
