"Inventory Reference","Inventories/Location","Inventories/Product","Inventories / Counted Quantity"
,"MKP/Stock","4902430163798",7
,"MKP/Stock","8001090222756",18
,"MKP/Stock","8001090222510",13
,"MKP/Stock","4902430118651",14
,"MKP/Stock","8001090222930",20
,"MKP/Stock","8001090222572",8
,"MKP/Stock","8001090222848",24
,"MKP/Stock","8001090222428",8
,"MKP/Stock","4902430118804",35
,"MKP/Stock","8001090222725",9
,"MKP/Stock","8001090222480",17
,"MKP/Stock","4902430118798",9
,"MKP/Stock","4902430633277",24
,"MKP/Stock","8001090222909",18
,"MKP/Stock","8001090222541",7
,"MKP/Stock","Holisticare-01",0
,"MKP/Stock","8992863125001",0
,"MKP/Stock","8992863661035",0
,"MKP/Stock","8992863500112",28
,"MKP/Stock","8992863500105",20
,"MKP/Stock","FM-WX10201938",16
,"MKP/Stock","8998777142400",43
,"MKP/Stock","8998777142332",18
,"MKP/Stock","8998103017662",9
,"MKP/Stock","8998103017648",9
,"MKP/Stock","Intance-01",4
,"MKP/Stock","CTN-Intance-01-36",35
,"MKP/Stock","8993417097317",3
,"MKP/Stock","8992696428591",4
,"MKP/Stock","115016",12
,"MKP/Stock","115010",12
,"MKP/Stock","SALIVA-TEST-OO1",0
,"MKP/Stock","8991111101323",1
,"MKP/Stock","8991111109114",0
,"MKP/Stock","8991111101415",5
,"MKP/Stock","9556006012413",1
,"MKP/Stock","8998866107846",0
,"MKP/Stock","8998866107822",1
,"MKP/Stock","8998866107754",0
,"MKP/Stock","8998866107747",0
,"MKP/Stock","8998866105279",0
,"MKP/Stock","8998866105286",1
,"MKP/Stock","8998866105255",0
,"MKP/Stock","8998866105262",0
,"MKP/Stock","4806520410444",0
,"MKP/Stock","4809013300093",0
,"MKP/Stock","8998667400948",0
,"MKP/Stock","KS-SM-002",7
,"MKP/Stock","KS-SM-001",4
,"MKP/Stock","KS-SM-004",6
,"MKP/Stock","KS-SM-003",4
,"MKP/Stock","KS-SC-005",0
,"MKP/Stock","LANORE-003",4
,"MKP/Stock","LANORE-004",1
,"MKP/Stock","LANORE-005",2
,"MKP/Stock","LANORE-007",3
,"MKP/Stock","LANORE-008",4
,"MKP/Stock","LANORE-006",4
,"MKP/Stock","LANORE-001",5
,"MKP/Stock","LANORE-002",4
,"MKP/Stock","8992727003087",0
,"MKP/Stock","9555074314337",2
,"MKP/Stock","9555074316126",1
,"MKP/Stock","9555074316119",0
,"MKP/Stock","9555074300927",0
,"MKP/Stock","9555074300934",0
,"MKP/Stock","9555074300316",0
,"MKP/Stock","6920855052068",137
,"MKP/Stock","8999999508616",44
,"MKP/Stock","CTN-8999999508616-60",8
,"MKP/Stock","8992821103119",0
,"MKP/Stock","8992821100088",0
,"MKP/Stock","800142386099",0
,"MKP/Stock","800142384392",0
